wav_path,transcript,duration
common_voice_hy-AM_39521405.wav,Անտիկլինալային ծալք է։,3.852
common_voice_hy-AM_40009422.wav,Ուսումնասիրման հիմնական մեթոտը կը համարուի ինքնադիտումը եւ փաստերու նկարագրութիւնը։,6.228
common_voice_hy-AM_39452082.wav,Բուտլերովի կողմից մշակվել է նաև օրգանական միացությունների կառուցվածքի թեորեմը։,6.228
common_voice_hy-AM_39490680.wav,"Ձեզնից յուրաքանչյուրը նրա յուրօրինակ շարունակությունն է, նրա արտացոլանքը, նրա շունչն ու հարստությունը:",7.02
common_voice_hy-AM_39275721.wav,Ուֆա քաղաքի պատվավոր քաղաքացի է։,4.428
common_voice_hy-AM_39499123.wav,Ի տարբերություն լոգոգրամների՝ ֆոնոգրամները չունեն իմաստ։,5.256
common_voice_hy-AM_39414216.wav,Զբաղվել է տնտեսական ռիսկի տեսության հարցերով։,4.248
common_voice_hy-AM_39497061.wav,Այդ խաղով նա բացեց իր խաղերի հաշիվը թիմի կազմում։,4.356
common_voice_hy-AM_39325805.wav,"Այդ ձայնը լսելով, նա հանկարծ ամբողջ մարմնով ցնցվեց, և նրա ձեռքը թուլացած ընկավ կրծքի վրայից:",6.336
common_voice_hy-AM_39462403.wav,Բենի պատմությունը հերյուրանք է և հեքիաթային։,4.14
common_voice_hy-AM_39472994.wav,Ուկրաինական պահպանված ամենահին մուլտիպլիկացիոն ֆիլմերից մեկն է։,4.5
common_voice_hy-AM_39469858.wav,Միայն երկու մոմեր են լուսավորում քահանաների ճանապարհը։,4.356
common_voice_hy-AM_39474954.wav,Կերակուրների պատրաստման եղանակը բավական պարզ է։,4.536
common_voice_hy-AM_40040642.wav,"Հետևաբար, բազմությունների նաիվ տեսությունը հակասական է։",4.86
common_voice_hy-AM_39440427.wav,Նա աշխատում է որպես հեղինակ և դասախոս։,3.78
common_voice_hy-AM_39459661.wav,"Այս վերջինները, առանց զինեալ ինքնապաշտպանութեան, պիտի վտանգէր մինչեւ իր ֆիզիքական գոյութիւնը։",5.76
common_voice_hy-AM_39532849.wav,Բոլոր այդ կանացի դիմանկարները հակապատկեր են այլ տղամարդկային և կոպիտ նկարների։,5.94
common_voice_hy-AM_39543251.wav,Կղզին ունի լավ պահպանված վայրի բնություն։,3.24
common_voice_hy-AM_39505918.wav,Աշխատանքը կարող է ունենալ և նկարչի կենսագրության հետ կապված մեկնաբանություն։,6.696
common_voice_hy-AM_39990220.wav,"Նա չկարողացավ համբերել, վեր կացավ և շտապով մոտեցավ Էմմային:",6.48
common_voice_hy-AM_39552652.wav,Արշիպելագի ամենահասանելի կղզիներից մեկն է համարվում իր աշխարհագրական դիրքի շնորհիվ։,7.056
common_voice_hy-AM_39439657.wav,Կարտինգը ընդգրկված է ռազմատեխնիկական մարզաձևերի սպարտակիադայի ծրագրում։,6.876
common_voice_hy-AM_26079425.wav,Հետաքրքրասեր է. վտանգի պահին թաքստոցից դուրս է նետվում՝ հեռացնելու թշնամիներին։,8.388
common_voice_hy-AM_39497030.wav,Քիչ գիտենք իրենց ընտանեկան կեանքի մասին։,3.78
common_voice_hy-AM_39471626.wav,Տպագրման է պատրաստել մի քանի պիես։,3.636
common_voice_hy-AM_39471865.wav,Նրա ելույթը լայն արձագանք է գտել համաշխարհային մամուլում։,3.888
common_voice_hy-AM_27090149.wav,Ֆրանկների թագավորներից մեկի մահից հետո բուրգունդները կարողացան հաղթանակ տանել այդ պատերազմում։,10.368
common_voice_hy-AM_39277109.wav,"Վարգունների խմբից են օռլովյան, ռուսական, ամերիկյան և ֆրանսիական ցեղերը։",8.028
common_voice_hy-AM_39532688.wav,Սեբաստիայի վիլայեթի ռելիեֆը լեռնային է։,4.536
common_voice_hy-AM_39521811.wav,Գիրոսկոպները լինում են երկու հիմնական տեսակի՝ ազատության երեք և երկու աստիճանով։,6.552
common_voice_hy-AM_39445658.wav,Ստացվեց պլաստիկ վիրաբուժության համար հիդրոգելի վրա հիմնված առաջին արտադրանքը։,5.616
common_voice_hy-AM_39471026.wav,Այս անգամ պատռվում է նրա աճառը։,3.6
common_voice_hy-AM_39546550.wav,Թվաքանակի փոփոխությունները հայտնի չեն։,3.888
common_voice_hy-AM_39986055.wav,Նախագծման մոդելները տեղադրվում են մոդուլների և փոխկապվածությունների շրջաններում։,6.876
common_voice_hy-AM_39998659.wav,Թատրոնում բեմադրում էին միայն հայ և ռուս ժամանակակից հեղինակների պիեսներ։,5.904
common_voice_hy-AM_39523726.wav,"- Է՜, բարեկամ, այդ միայն խոսք է, այդպիսի բան չի կարող պատահել:",5.328
common_voice_hy-AM_39478199.wav,Այսպիսով փուչիկը դառնում է տղայի ընկերը և հետևում է նրան փողոցներում։,5.22
common_voice_hy-AM_39436573.wav,"Ներկայումս նստակյաց են. զբաղվում են հողագործությամբ, չեն առանձնանում տեղացիներից։",6.516
common_voice_hy-AM_39472200.wav,Համարվում է անգլիացի գրողի լավագույն ստեղծագործություններից մեկը։,6.768
common_voice_hy-AM_39471880.wav,Հայտնի է մեկ պոպուլացիա ինտենսիվ տնտեսական գործունեության գոտում։,4.536
common_voice_hy-AM_39478266.wav,Ճանապարհը դժվարանում է ոտքի վնասվածքի պատճառով։,4.5
common_voice_hy-AM_39276628.wav,"Կերակրի աղի խոշոր պաշարներ կան ծովերի, աղի լճերի և ստորերկրյա ջրերում։",7.128
common_voice_hy-AM_39991287.wav,Այս նոր բարդ մոդելներն ունեին բարձր հեղինակություն։,4.356
common_voice_hy-AM_39440661.wav,Չունգջուն հայտնի է խնձորի արտադրությամբ։,3.276
common_voice_hy-AM_39472687.wav,Մասնագիտությամբ նա վարորդ է։,3.6
common_voice_hy-AM_39552618.wav,Վահանի մոտ եղել է ճամփորդական դեղարկղ։,3.744
common_voice_hy-AM_39991728.wav,"Մանեն կանգնած էր բաց լուսամուտի առաջ, բարձր ու բարեկազմ, և նայում էր դեպի դուրս:",6.768
common_voice_hy-AM_39992903.wav,Անդրկովկասյան մրցույթի դափնեկիր է։,3.708
common_voice_hy-AM_40008972.wav,Քաղաքն ուներ միջնադարյան հրեական համայնք։,4.104
common_voice_hy-AM_39436456.wav,"- Իբրև կնոջը և զավակի մորը,- դարձյալ մտախոհությամբ արտասանեց Էմման և կարճ ժամանակ լռեց:",7.236
common_voice_hy-AM_39466786.wav,"- Այդ թողնենք, պանի Զդանևիչ:",3.6
common_voice_hy-AM_26520680.wav,Բրիկուի մարմինը այդպես էլ չի գտնվել։,3.744
common_voice_hy-AM_39470072.wav,Մարանոյի առաջին դերը եղել է հինգ տարեկանում։,3.78
common_voice_hy-AM_39524643.wav,"- Չեն ասիլ, չէ, մի վախենար:",3.6
common_voice_hy-AM_27101670.wav,Ջրի միակ աղբյուրը անձրևաջրերն են։,3.204
common_voice_hy-AM_39461722.wav,Առաջանում են էրոզիոն մասնատումից կամ հարթավայրային զանգվածների դիֆերենցված տեղաշարժից։,7.596
common_voice_hy-AM_39474604.wav,Կողմնորոշվածություն հասկացությունը ընդհանրացվում է նաև բազմաչափ տարածությունների համար։,5.76
common_voice_hy-AM_39440518.wav,"Կովկասյան ժողովուրդները (վրացիներ, հայեր) համարվում են թերևս ամենապարային ժողովուրդը։",5.58
common_voice_hy-AM_39463880.wav,Դալիմիլի ժամանակագրությունը չեխական գրականության վաղ շրջանի ամենահայտնի ստեղծագործություններից է։,6.948
common_voice_hy-AM_39471533.wav,Նա նստեց սեղանի մոտ և դարձավ տղային.,3.6
common_voice_hy-AM_39471736.wav,Գաղութատիրության ընթացքում առաջացել է հերոսական դյուցազներգությունը։,6.588
common_voice_hy-AM_39278671.wav,Կ. Պոլսում հնչակյանությունը նրա տանն է հիմնադրվել։,5.4
common_voice_hy-AM_39470313.wav,Մրցանակը ստացել է գրավիտացիոն ալիքների փորձնական ճանապարհով գրանցման համար։,5.976
common_voice_hy-AM_39476295.wav,Օքսիտոցինն առաջացնում է բարյացակամ տրամադրվածություն այլ մարդկանց նկատմամբ։,5.616
common_voice_hy-AM_39647133.wav,Նրա մոտ հայտնաբերված փաստաթղթերը ապացուցել են նրա պնդումը։,5.796
common_voice_hy-AM_39491756.wav,"Այն բյուրեղյա մեծ, միջին և փոքր հատիկներով զանգվածային հրաբխային ապար է։",5.616
common_voice_hy-AM_39278390.wav,Վարդակներն ունեն երեք բույն։,3.816
common_voice_hy-AM_39989479.wav,Մօր կրօնաշունչ դաստիարակութիւնը զինք աոաջնորդած է եկեղեցի։,5.58
common_voice_hy-AM_39465773.wav,Նրան դադարեցրել են վճարել աշխատավարձ։,4.5
common_voice_hy-AM_39436495.wav,Որպես իսկական մանկավարժ՝ նա կարողացել է պատրաստել արժանի հետևորդներ։,5.508
common_voice_hy-AM_39523313.wav,Առանձնատանը այն դրվել է մեծ սենյակում։,3.708
common_voice_hy-AM_39280391.wav,Ատենախոսությունը համարվում է կորած։,4.716
common_voice_hy-AM_39545074.wav,Աշխարհում առաջին կին արտաքին գործերի նախարարն է։,4.536
common_voice_hy-AM_39275509.wav,"Կազմակերպության կամ կուսակցության համագումարը, որպես կանոն, իր կառավարման բարձրագույն մարմինն է։",7.596
common_voice_hy-AM_39474425.wav,Մի քանի տարի անց զույգն ամուսնալուծվել է։,4.248
common_voice_hy-AM_26423894.wav,Սերժիպին ագրարային նահանգ է։,4.176
common_voice_hy-AM_39471933.wav,Նրանց սիրո մեջ մի մազաչափ փոփոխություն անգամ չէր պատահել.,4.068
common_voice_hy-AM_39546893.wav,Դա կարող է նշանակել նաև մի կտոր հաց կամ պանիր։,4.176
common_voice_hy-AM_39552427.wav,"Քառանկյուն հատակագծով, խորանով և սեղանատնով հիմնական շենքի երկլանջ տանիքն ուներ գմբեթ։",8.172
common_voice_hy-AM_39459584.wav,Համազգեստի գույներն են կանաչը և ամարային գույները։,5.148
common_voice_hy-AM_39499232.wav,Երուսաղեմի կարգավիճակը թեժ քննարկումների նյութ է։,4.356
common_voice_hy-AM_39440664.wav,Ոչ մի կուսակցության չի պատկանում։,2.808
common_voice_hy-AM_39459896.wav,Իրականում չկա այս դեպքերը փաստող համոզիչ ապացույց։,5.22
common_voice_hy-AM_39542937.wav,Վերջինս կրճատում է դրանք ու հրատարակում։,3.6
common_voice_hy-AM_39995173.wav,Բայց դու ինձ ասա.,2.664
common_voice_hy-AM_39280465.wav,"Ավերվեցին եկեղեցիներ, դպրոցներ, հիվանդանոցներ և բնակելի տներ։",6.156
common_voice_hy-AM_39459803.wav,Սակայն գրոսմայստերի կոչում ստանալու համար պարտադիր չէ լինել միջազգային վարպետ։,5.508
common_voice_hy-AM_39475155.wav,Վարդը համարվում էր արքայական ծաղիկ և գեղեցկության խորհրդանիշ։,5.256
common_voice_hy-AM_39514283.wav,Եկեղեցին կառուցվել է տեղական քարից՝ կրաքարից։,3.708
common_voice_hy-AM_26582772.wav,Եկատերինան դարձավ աշխարհի ամենաերիտասարդ չեմպիոնը։,5.04
common_voice_hy-AM_39447257.wav,Ուսումնասիրում է օբյեկտների համակարգերի մասնատումը և խմբավորումը։,6.12
common_voice_hy-AM_39543091.wav,Բավական տարածված տեսակ է։,2.988
common_voice_hy-AM_26079330.wav,Ճանապարհին նրանք բազմաթիվ արկածներ են ունենում։,4.896
common_voice_hy-AM_39471287.wav,Պրոֆեսիոնալ այգեպան է։,2.628
common_voice_hy-AM_39471530.wav,Կումոլը ստացվում է տերպենների և կամֆորայի քայքայման ժամանակ։,5.796
common_voice_hy-AM_39517169.wav,Նա հաջողության է հասել նաև հեռուստաներկայացումների վրա աշխատելիս։,4.716
common_voice_hy-AM_39523845.wav,Ապենինյան թերակղզու ամենամեծ լիճը։,3.636
common_voice_hy-AM_39296553.wav,Կոթողիկէ եկեղեցին այս անունով տօն չունի։,3.888
common_voice_hy-AM_39470861.wav,"Այս հուշարձանները գտնվում են հինավուրց մեդինայից դուրս, շրջապատված պատով։",7.2
common_voice_hy-AM_39535184.wav,"Նկարը պատկերվում է վերևից, որտեղ նկարագրվում է ժամանակների փարիզյան քաղաքային լանդշաֆտը։",6.228
common_voice_hy-AM_39531339.wav,"Գրել է լատիներեն, պարզ ու հասարակ։",3.636
common_voice_hy-AM_39494422.wav,"Կիմն առաջին հաղթողն էր, որը երբեք մոդել չէր աշխատել։",4.176
common_voice_hy-AM_39478391.wav,Բեդերդինը հիմնեց ժողովրդական կրոնական շարժում օսմանյան սուլթանությունում։,6.3
common_voice_hy-AM_39531433.wav,"Քաղաքի կենտրոնում կա մեծ շուկա, ազգային մարզադաշտ, մեծ մզկիթ։",5.616
common_voice_hy-AM_39990911.wav,Պահպանվել են եկեղեցական որմնանկարչության շատ նմուշներ։,4.716
common_voice_hy-AM_39436595.wav,Բուսաբանները նման կազմավորումներն անվանում են «կեղծ մրգեր»։,4.32
common_voice_hy-AM_39459598.wav,Գյուղի մոտակայքում կան կավճի բլուրներ։,2.988
common_voice_hy-AM_26428983.wav,Թանգարանում տեղի են ունենում պարբերական ցուցահանդեսներ։,7.02
common_voice_hy-AM_39465674.wav,Սերբը ռևանշ է վերցրել նախորդ խաղարկության քառորդ եզրափակիչում կրած պարտության համար։,6.516
common_voice_hy-AM_39530237.wav,"Ենթադրվում է, որ սա է ընկած կենսաբանական ծերացման հիմքում։",4.32
common_voice_hy-AM_39373503.wav,Երկու ստեղծագործություններն էլ հանդիսատեսի դատին են հանձնվել տեսահոլովակներով։,7.38
common_voice_hy-AM_39514470.wav,"Մինչև նա զարդարվում է, պատարագն ավարտվում է։",4.356
common_voice_hy-AM_39535035.wav,"Հիմնական զբաղմունքներն են երկրագործությունը, ձկնորսությունը, որսորդությունը, հավաքչությունը։",5.76
common_voice_hy-AM_39445732.wav,Հռոմեական կայսրության ժամանակաշրջանում արենայում տեղի էին ունենում գլադիատորական մարտեր։,6.156
common_voice_hy-AM_39543373.wav,"Նկարում պատկերված է մերկ, շիկահեր կին՝ ձեռքով փակած դեմքը։",4.716
common_voice_hy-AM_39471748.wav,Այն ուներ առանձին սենյակ հոբելյանական հանդիսությունների և պատվիրակությունների ընդունելության համար։,6.336
common_voice_hy-AM_39514268.wav,Այդ փոխանակումը խորհրդանշում էր երկու քաղաքների միջև բարեկամական մտադրությունները։,6.12
common_voice_hy-AM_39462495.wav,Դադայի ակունքներում նախապատերազմյան ավանգարդն է։,4.788
common_voice_hy-AM_39532758.wav,Հիմնական վիճակի կինետիկ էներգիան չի կարող վերանալ։,3.888
common_voice_hy-AM_26865790.wav,"Մենք մատնախոսում ենք այնպես, ինչպես գրում ենք։",4.068
common_voice_hy-AM_39491721.wav,Սննդի համար պիտանի են երկարավուն պտուղներով բույսերը։,3.96
common_voice_hy-AM_39470448.wav,Վաղ տարիքից նկարահանվել է և զբաղվել բալետով։,4.068
common_voice_hy-AM_39552373.wav,Սեբեոսի մասին կենսագրական տեղեկություն չեն պահպանվել։,4.968
common_voice_hy-AM_39547981.wav,"Զբաղվում էին երկրագործությամբ, անասնապահությամբ, արհեստներով, առևտրով։",5.616
common_voice_hy-AM_40000654.wav,Էլեոնորան խոստացավ հրաժարվել ամուսնությունից։,3.78
common_voice_hy-AM_39517974.wav,Ցիտարաբինը պատկանում է հակամետաբոլիտներին և նուկլեոզիդի անալոգներին պատկանող դեղամիջոցների ընտանիքներին։,9.18
common_voice_hy-AM_39990801.wav,Առողջարանը բաց է ամբողջ տարին։,3.528
common_voice_hy-AM_39491929.wav,Անկարայի երկու ընտրական շրջաններում նույնպես փոխել են իրենց սահմանները։,5.148
common_voice_hy-AM_39517464.wav,Մխիթարի մյուս երկասիրությունները չեն պահպանվել։,3.996
common_voice_hy-AM_39547265.wav,Պարբերաբար տպագրվում էին նրա քնարական բանաստեղծություններն ու հրապարակախոսական գրությունները։,6.948
common_voice_hy-AM_40086156.wav,Ատամանի կիսանդրին տեղադրված է պատվանդանի վրա։,4.248
common_voice_hy-AM_39465598.wav,Մանազկերտում հայդուկների խումբը ամրանում է մի ավերակ ջրաղացում։,6.3
common_voice_hy-AM_39459298.wav,Միաժամանակ սկսվեց տների հաջորդական համարակալումը՝ սկսած քաղաքապետարանի հին շենքից։,8.856
common_voice_hy-AM_39991620.wav,"Վերքերը ակնթարթորեն բուժվում են, վնասված օրգանները նորից են ստեղծվում։",5.76
common_voice_hy-AM_39532635.wav,Սրա միջոցով նա բացահայտել է համակարգչային ցանցերի լայնամասշտաբ խթանման ներուժը։,5.868
common_voice_hy-AM_39642194.wav,Հիմա թխվածքաբլիթը ճապոնական նախասիրությունների մասն է։,5.616
common_voice_hy-AM_39552660.wav,Նաև թողարկվել են առանձին սկավառակներ։,3.456
common_voice_hy-AM_39470140.wav,Նա բարձրահասակ էր և ուներ դեղնավուն մազեր։,3.816
common_voice_hy-AM_39474157.wav,Բեովուլֆը վիկինգների ավանդության համաձայն թաղվում է այրվող նավում։,5.616
common_voice_hy-AM_39465576.wav,Բուժվելուց հետո զորացրվել է և վերադարձել ու անցել ուսուցչական աշխատանքի։,6.336
common_voice_hy-AM_39542930.wav,Օկտենը հումք է հանդիսանում պոլիէթիլենի արտադրության համար։,5.22
common_voice_hy-AM_39465596.wav,Ամառվա շրջանում տղաները երկխոսություններ էին պահպանում համացանցում։,5.868
common_voice_hy-AM_39469745.wav,"Կը սորվէր անգլերէն, ֆրանսերէն եւ գերմաներէն լեզուները։",5.328
common_voice_hy-AM_39998695.wav,Ամեն ուղևորությունից հետո նկարիչը բերել է մեծ քանակությամբ նոր աշխատանքներ։,6.012
common_voice_hy-AM_39499308.wav,Երկրորդ համաշխարհային պատերազմի տարիներին թանգարանի հավաքածուն թալանվել է գերմանացի ֆաշիստների կողմից։,6.768
common_voice_hy-AM_39462174.wav,Մի քանի անգամ բանտարկվել է։,3.456
common_voice_hy-AM_39325749.wav,Մայստերազինգերները ստեղծագործում էին որոշակի կանոններով (այսպես կոչված՝ տաբուլատուրա)։,7.596
common_voice_hy-AM_39478270.wav,"Պատմվածքի սկզբում ընթերցողը չի հասկանում, թե ում անունից է տարվում շարադրանքը։",5.76
common_voice_hy-AM_39543357.wav,Բազմաթիվ առէջները երկար են ծաղկապատի թերթիկներից։,4.68
common_voice_hy-AM_39543166.wav,"Նպատակն էր պատրաստել ոչ միայն հոգևորականներ, այլև՝ ուսուցիչներ։",5.04
common_voice_hy-AM_39993860.wav,Այն իր տեսքով և հնչողությամբ հիշեցնում է բանջոն։,4.608
common_voice_hy-AM_40009372.wav,բայց մի՞թե ես այդ կարող եմ…,3.204
common_voice_hy-AM_39991770.wav,"Հեղինակել է գիտական մենագրություններ, պատմվածքներ։",4.5
common_voice_hy-AM_26674192.wav,Խեթագուրովը նաև օս առաջին նկարիչներից է։,6.336
common_voice_hy-AM_39543308.wav,Քեվենդիշը լոնդոնյան հարուստ ընտանիքի ավագ որդին էր։,4.176
common_voice_hy-AM_40000200.wav,Խաչը հենված է եռանկյունաձև ռոմբի վրա։,3.888
common_voice_hy-AM_39325600.wav,Ան կը խօսի գրագէտ հայերէնով եւ նոյնիսկ կը գրէ հայերէն յօդուածներ։,6.12
common_voice_hy-AM_39469963.wav,Կան բազմաթիվ լճեր և ճահիճներ։,3.42
common_voice_hy-AM_39495856.wav,"Աղեղնաձև է, ուռուցիկ մասը՝ դեպի հարավ։",4.068
common_voice_hy-AM_39472710.wav,"Տարածման վայրերում ունի բավականին բարձր թվաքանակ, որի փոփոխությունները հայտնի չեն։",6.948
common_voice_hy-AM_39461615.wav,Կանանց մոտ այն հաճախ կապված է սեքսուալ բռնության ենթարկվելու վախի հետ։,6.048
common_voice_hy-AM_39277383.wav,Թակորի բանաստեղծական երգերը մեկնաբանուած են որպէս հոգեւոր եւ քնարական գործեր։,7.668
common_voice_hy-AM_39998686.wav,"Ալբինոսների մաշկը սպիտակավարդագույն է, մազերն սպիտակ են, աչքերը կարմիր։",6.444
common_voice_hy-AM_40009156.wav,Չիլիի հայ համայնքը սերտ կապերի մեջ է հայրենիքի հետ։,4.824
common_voice_hy-AM_39527106.wav,Հետևաբար՝ նա երկար ժամանակ է անցկացնում ստորգետնյա համակարգում։,4.788
common_voice_hy-AM_39465199.wav,"Դևին Դևին, քաղաք Բուլղարիայում։",3.456
common_voice_hy-AM_39523426.wav,Հայաստանում արագորեն զարգանում է արևային ջերմային էներգետիկան։,5.076
common_voice_hy-AM_39470449.wav,"Նա ապրում է հոր, մոր և փոքր քրոջ հետ։",3.6
common_voice_hy-AM_39453272.wav,Այդպիսիներց է համարվում ուժեղ արտացոլող ռադիոալիքային օբյեկտները։,5.796
common_voice_hy-AM_39466767.wav,"Սկիզբը ան այնտեղի դեսպանատանը կը դիմէ աշխատանքի համար, սակայն կը մերժուի։",6.48
common_voice_hy-AM_26483874.wav,Ականջները մեծ և լայն են և ունեն կարմիր գունավորում։,5.112
common_voice_hy-AM_39531422.wav,Հետազոտողները գտնում են թեմայական նմանություն այլ ստեղծագործությունների հետ։,5.976
common_voice_hy-AM_39436524.wav,Յունաստանը լեռնային երկիր է։,3.096
common_voice_hy-AM_26466426.wav,"Թփերը տարածված են տունդրայում, ճահիճների վրա, փշատերև անտառներում, բարձր լեռներում։",8.352
common_voice_hy-AM_39471227.wav,"Դու գիտես, թե ո՛րն է այդ ճանապարհը:",3.528
common_voice_hy-AM_39498459.wav,Նշանակում է «կրակի նման կարմիր»։,3.42
common_voice_hy-AM_39474613.wav,Բեմում չկա ոչ մի ավելորդ աքսեսուար։,3.276
common_voice_hy-AM_39543014.wav,Հիլարիոսը հսկայական գումարներ է ծախսել եկեղեցիների զարդարման համար։,5.22
common_voice_hy-AM_39464745.wav,Ցին դինաստիա ղեկավարումը տվեց միայն տասնհինգ տարի։,4.428
common_voice_hy-AM_39436645.wav,Մայրենի լեզուն սովորել է ընտանիքում։,3.42
common_voice_hy-AM_39543247.wav,Հեղափոխության մեջ աղքատների հիմնական «շահույթը» հեղափոխության հաղթանակն է։,5.436
common_voice_hy-AM_40009008.wav,- գրեթե ամեն օր:,2.52
common_voice_hy-AM_39993647.wav,Տպագրել է իրանահայ արձակագիրների ու բանաստեղծների ստեղծագործություններ։,5.868
common_voice_hy-AM_39472700.wav,Բազմաթիվ վեպերի ու պատմվածքների հեղինակ է։,3.24
common_voice_hy-AM_39440619.wav,Պտուղը շատ մանր սերմիկ է։,2.988
common_voice_hy-AM_26891112.wav,Ջերմաստիճանային ցուցանակները տարբերվում են միատեսակ ռեպերային կետերի համար ընդունված թվային արժեքներով։,10.476
common_voice_hy-AM_40009291.wav,Գրքերը լուսավորում են ամբողջ սաշխարհը սառը պատերազմի ամբողջ ժամանակաշրջանում։,5.94
